name,salary
Greater Baltimore Medical Center,"{""Registered Nurse"":""$29.64 per hour"",""Environmental Specialist"":""$22,148 per year"",""Medical Assistant"":""$33,855 per year""}"
National Football League,"{""Professional Athlete"":""$319,197 per year"",""Football Player"":""$218,895 per year"",""Operations Coordinator"":""$20.35 per hour""}"
Spread Your Wings Inc.,"{""Direct Care Worker"":""$14.07 per hour"",""Case Manager"":""$15.44 per hour"",""Program Manager"":""$45,760 per year""}"
E.A. Sween Company,"{""Route Sales Representative"":""$47,025 per year"",""Assembler"":""$15.35 per hour"",""Driver"":""$62,560 per year""}"
Davis and Engert Dentistry,{}
Guardian Bus Company Inc.,{}
"Preservation Management, Inc.","{""Property Manager"":""$39,006 per year"",""Maintenance Supervisor"":""$20.23 per hour"",""Site Manager"":""$43,295 per year""}"
Landmark Health,"{""Nurse Practitioner"":""$136,822 per year"",""Social Worker"":""$59,989 per year"",""Care Coordinator"":""$50,363 per year""}"
Boulder Medical Center,{}
FUSION Medical Staffing,"{""Recruiter"":""$39,084 per year"",""Nurse Recruiter"":""$44,855 per year""}"
Quality Healthcare and Hospice,{}
Beacon Specialized Living Minnesota,"{""Direct Support Professional"":""$14.54 per hour"",""Design Manager"":""$41,781 per year"",""Facilities Technician"":""$19.68 per hour""}"
Healogics,"{""Program Director"":""$79,321 per year"",""Safety Director"":""$39,683 per year"",""Wound Care Nurse"":""$68,634 per year""}"
Spreadshirt,"{""Production Associate"":""$10.75 per hour"",""Production Supervisor"":""$14.80 per hour""}"
New Leader Manufacturing,"{""Welder"":""$23.45 per hour"",""Design Engineer"":""$75,000 per year""}"
TTS Engineering Inc,"{""Foreman"":""$80,877 per year"",""Long Haul Driver"":""$28.73 per hour"",""Equipment Operator"":""$68,411 per year""}"
Boys & Girls Clubs of Delaware,"{""Youth Development Professional"":""$11.21 per hour"",""Childcare Provider"":""$10.38 per hour"",""Front Desk Agent"":""$10.82 per hour""}"
"Accel Entertainment Gaming, LLC.","{""Technician"":""$43,134 per year"",""Office Assistant"":""$12.91 per hour""}"
Endeavor Air,{}
Hollander Sleep Products,"{""Machine Operator"":""$11.61 per hour"",""Forklift Operator"":""$12.39 per hour"",""Operator"":""$12.57 per hour""}"
Associated Pediatricians,{}
Ohio Living,"{""State Tested Nursing Assistant"":""$12.10 per hour"",""Registered Nurse"":""$68,345 per year"",""Licensed Practical Nurse"":""$20.59 per hour""}"
Terrace Park Country Club,"{""Grounds Crew"":""$11.09 per hour"",""Groundskeeper"":""$10.49 per hour"",""Line Cook"":""$15.85 per hour""}"
Hill International,{}
Elwyn,"{""Life Skills Trainer"":""$9.87 per hour"",""Direct Support Professional"":""$40,546 per year"",""Program Specialist"":""$26,790 per year""}"
Greyhound,"{""Bus Driver"":""$44,665 per year"",""Customer Service Representative"":""$11.56 per hour"",""Ticket Sales Representative"":""$11.85 per hour""}"
AMITA Health,"{""Registered Nurse"":""$72,253 per year"",""Nursing Assistant"":""$11.97 per hour"",""Patient Care Technician"":""$34,494 per year""}"
Bealls Inc.,"{""Sales Associate"":""$8.87 per hour"",""Supervisor"":""$21,492 per year"",""Cashier/Sales"":""$8.67 per hour""}"
Call Experts,"{""Customer Service Representative"":""$11.93 per hour"",""Call Center Representative"":""$11.05 per hour"",""Entry Level Customer Service Representative"":""$10.50 per hour""}"
Radiant Dermatology,{}
"CRST Malone, Inc.","{""Truck Driver"":""$299 per week"",""Owner Operator Driver"":""$132,520 per year"",""Leasing Agent"":""$299 per week""}"
The Joyful Jungle Christian Learning Center,"{""Assistant Teacher"":""$9.64 per hour"",""Lead Teacher"":""$24,655 per year"",""Support Staff"":""$9.66 per hour""}"
Milliman,"{""Actuary"":""$70,796 per year"",""Education Consultant"":""$68,237 per year""}"
Selco Community Credit Union,{}
PRO Club,"{""Basketball Coach"":""$14.15 per hour"",""Barista"":""$13.50 per hour"",""Fitness Specialist"":""$15.47 per hour""}"
Inova Health System,"{""Registered Nurse"":""$65,322 per year"",""Clinical Technician"":""$14.60 per hour"",""Surgical Technician"":""$58,799 per year""}"
C.R. England,"{""Driver"":""$1,132 per week"",""Truck Driver"":""$47,128 per year"",""Owner Operator Driver"":""$42,388 per year""}"
Perficient,"{""Technical Consultant"":""$92,383 per year"",""Senior Technical Consultant"":""$103,487 per year"",""Business Consultant"":""$95,961 per year""}"
"Knightingale Health Services, LLC","{""Registered Nurse"":""$33.08 per hour"",""Medical Technologist"":""$32.06 per hour"",""Registered Nurse - Medical/Surgical"":""$34.03 per hour""}"
K&G Manufacturing,{}
Bank of the West,"{""Customer Service Representative"":""$16.41 per hour"",""Teller"":""$35,715 per year"",""Customer Service Manager"":""$31,396 per year""}"
City National Bank & Trust,"{""Retail Banker"":""$11.01 per hour"",""Branch Manager"":""$43,014 per year"",""Customer Service Representative"":""$10.31 per hour""}"
Boys & Girls Club of Santa Clara Valley,{}
Pine Environmental Services,"{""Customer Service Representative"":""$32,666 per year"",""Technician"":""$40,587 per year"",""Calibration Technician"":""$18.00 per hour""}"
Amcor,"{""Machine Operator"":""$40,798 per year"",""Operator"":""$52,817 per year"",""Maintenance Technician"":""$77,178 per year""}"
Voya Financial,"{""Customer Service Representative"":""$17.18 per hour"",""Call Center Representative"":""$16.93 per hour"",""Administrative Assistant"":""$13.58 per hour""}"
Broadwater Hot Springs,"{""Cleaner"":""$11.47 per hour"",""Monitor"":""$9.00 per hour"",""Front Desk Agent"":""$9.30 per hour""}"
ReMilNet,{}
American Construction Metals,{}
Richelieu Foods,"{""Laborer"":""$11.47 per hour"",""Sanitation Worker"":""$14.29 per hour"",""Sanitation Supervisor"":""$64,619 per year""}"
Penn Foundation,"{""Mental Health Technician"":""$41,450 per year"",""Case Manager"":""$32,481 per year"",""Certified Peer Specialist"":""$14.27 per hour""}"
PRAIRIE FARMS DAIRY,"{""Route Driver"":""$50,643 per year"",""Laborer"":""$17.40 per hour"",""Laboratory Technician"":""$20.84 per hour""}"
Badcock Home Furniture & More,"{""Sales Associate"":""$10.13 per hour"",""Delivery Driver"":""$12.66 per hour"",""Store Manager"":""$46,637 per year""}"
TruGreen,"{""Lawn Care Specialist"":""$14.54 per hour"",""Sales Representative"":""$32,955 per year"",""Lawn Technician"":""$14.43 per hour""}"
Fidelity National Title,"{""Escrow Officer"":""$58,154 per year"",""Escrow Assistant"":""$19.10 per hour"",""Title Examiner"":""$44,855 per year""}"
Danco Anodizing,{}
PinnacleART,"{""Asset Integrity Engineer"":""$72,295 per year"",""Data Entry Clerk"":""$15.60 per hour""}"
Twitter,"{""Senior Software Engineer"":""$201,760 per year"",""Machine Learning Engineer"":""$205,443 per year"",""Software Engineer"":""$186,786 per year""}"
RedViking,{}
University of Oregon,"{""Administrative Assistant"":""$18.10 per hour"",""Director"":""$85,206 per year"",""Police Officer"":""$31.93 per hour""}"
Research and Business Development Center,{}
BellTower Health and Rehabilitation Center,{}
Need It Now Delivers,"{""Delivery Driver"":""$15.33 per hour"",""Driver"":""$18.81 per hour"",""Driver Assistant"":""$11.39 per hour""}"
Shawmut Corporation,"{""Machine Operator"":""$13.35 per hour"",""Shipping and Receiving Clerk"":""$13.50 per hour"",""Operator"":""$13.33 per hour""}"
Cartridge World,"{""Customer Service Representative"":""$8.56 per hour"",""Laser Technician"":""$21,113 per year"",""Retail Sales Associate"":""$10.00 per hour""}"
Lutheran Life Villages,{}
MidDelta Home Health,{}
NYC Health + Hospitals,"{""Clerical Associate"":""$37,093 per year"",""Registered Nurse"":""$80,828 per year"",""Manager"":""$59,110 per year""}"
National Grid,"{""Customer Service Representative"":""$18.26 per hour"",""Senior Customer Service Representative"":""$47,770 per year"",""Senior Analyst"":""$106,119 per year""}"
CK Family Services,"{""Clinical Specialist"":""$35,149 per year"",""Case Manager"":""$35,718 per year"",""Childcare Provider"":""$12.14 per hour""}"
Team Elmer's,{}
Bausch & Lomb,"{""Territory Manager"":""$78,358 per year"",""Operator"":""$44,137 per year"",""Manufacturing Associate"":""$12.56 per hour""}"
East Bank Center,"{""Nursing Assistant"":""$12.99 per hour"",""Registered Nurse"":""$32.61 per hour""}"
Corporate Job Bank,"{""Machine Operator"":""$14.59 per hour"",""Assembler"":""$13.82 per hour"",""Warehouse Worker"":""$13.41 per hour""}"
"Sundt Construction, Inc.",{}
Clear Motivations,"{""Coach"":""$14.73 per hour"",""Mentor"":""$13.62 per hour"",""Personal Trainer"":""$14.23 per hour""}"
"Fellowship Health Resources, Inc.","{""Recovery Advocate"":""$33,691 per year"",""Case Manager"":""$14.02 per hour"",""Mental Health Technician"":""$12.60 per hour""}"
Gateway Vista,{}
Sparton Corporation,{}
Southwestern University,{}
Crescenta Valley High School,{}
Brooks Rehabilitation,"{""Registered Nurse"":""$49,819 per year"",""Nursing Assistant"":""$10.48 per hour"",""Licensed Practical Nurse"":""$21.94 per hour""}"
Saratoga Casino Hotel,"{""Food and Beverage Manager"":""$15.38 per hour"",""Security Guard"":""$11.08 per hour"",""Server"":""$8.79 per hour""}"
"Security National Automotive Acceptance Company, LLC",{}
Platinum Communities,"{""Caregiver"":""$12.08 per hour"",""House Manager"":""$16.30 per hour"",""Maintenance Technician"":""$16.22 per hour""}"
Broadway Automotive,"{""Lot Attendant"":""$13.00 per hour"",""Technician"":""$11.40 per hour"",""Customer Service Representative"":""$13.48 per hour""}"
Ethika Inc,"{""Warehouse Worker"":""$13.56 per hour"",""Seasonal Associate"":""$12.35 per hour""}"
G3 ENTERPRISES,"{""Forklift Operator"":""$41,955 per year"",""Warehouse Worker"":""$49,844 per year"",""Press Operator"":""$49,662 per year""}"
Knight Transportation,"{""Truck Driver"":""$70,740 per year"",""Driver"":""$200 per day"",""Otr"":""$400 per week""}"
"NSC Technologies, LLC","{""Fire Watch"":""$12.35 per hour"",""Painter"":""$19.55 per hour"",""Recruiter"":""$42,967 per year""}"
GMR Marketing,"{""Brand Ambassador"":""$19.02 per hour"",""Senior Brand Ambassador"":""$22.39 per hour"",""Brand Specialist"":""$18.33 per hour""}"
BitTitan,{}
KHM Travel Group,{}
Animal Hospital of Martinsville,{}
The Dental Specialists,{}
Duke Manufacturing,"{""Assembler"":""$9.82 per hour"",""Customer Service Representative"":""$24.64 per hour""}"
Custom Home Health,{}
Mass Markets,"{""Customer Service Representative"":""$27,907 per year"",""Sales Representative"":""$9.61 per hour"",""Agent"":""$10.93 per hour""}"
NHBB,{}
Parkridge Health System,"{""Registered Nurse"":""$49,025 per year"",""Mental Health Technician"":""$26,129 per year"",""Patient Care Technician"":""$13.00 per hour""}"
Compass Health Network,"{""Integration Specialist"":""$35,845 per year"",""Support Specialist"":""$13.11 per hour"",""Technician"":""$12.62 per hour""}"
Peak Performance Physical Therapy,"{""Medical Receptionist"":""$11.87 per hour"",""Insurance Specialist"":""$14.97 per hour"",""Receptionist"":""$24,980 per year""}"
Tsuda Usa Corporation,"{""Forklift Operator"":""$12.99 per hour"",""Production Lead"":""$16.39 per hour"",""CNC Operator"":""$13.73 per hour""}"
Canadian National Railway,"{""Conductor"":""$101,169 per year"",""Engineer"":""$118,449 per year"",""Welder"":""$61,622 per year""}"
FirstBank Holding Company,"{""Teller"":""$17.85 per hour"",""Customer Service Representative"":""$14.31 per hour""}"
Hubbs Animal Clinic,{}
PIADA Italian Street Food,"{""Cashier"":""$11.21 per hour"",""Team Member"":""$9.80 per hour"",""Supervisor"":""$12.39 per hour""}"
Connect America,"{""Customer Service Representative"":""$13.58 per hour"",""Sales Representative"":""$75,261 per year"",""Customer Support Representative"":""$14.00 per hour""}"
Ayars & Ayars Inc.,{}
Universal Aerospace,"{""Deburrer"":""$13.35 per hour"",""CNC Operator"":""$14.20 per hour""}"
ZEISS Group,"{""Customer Service Representative"":""$19.59 per hour"",""Administrative Assistant"":""$20.00 per hour"",""Human Resources Assistant"":""$20.00 per hour""}"
Water Heater Pros,"{""Apprentice Plumber"":""$40,862 per year"",""Plumber"":""$22.03 per hour"",""Telemarketer"":""$23.28 per hour""}"
"Preco, Inc",{}
Funeral Directors Life,{}
BorgWarner,"{""Assembler"":""$11.47 per hour"",""Machine Operator"":""$12.28 per hour"",""Forklift Operator"":""$12.20 per hour""}"
"F.H. Furr Plumbing, Heating, Air Conditioning, and Electrical Inc.","{""Customer Service Representative"":""$34,926 per year"",""Consultant"":""$140,377 per year"",""Plumber"":""$60,000 per year""}"
College Medical Center,{}
Charleston ENT,"{""Certified Medical Assistant"":""$18.97 per hour"",""Front Desk Agent"":""$12.96 per hour""}"
GM Financial,"{""Customer Service Representative"":""$28,754 per year"",""Specialist"":""$32,640 per year"",""Account Representative"":""$15.45 per hour""}"
Network Capital Funding Corporation,"{""Call Center Representative"":""$23,064 per year"",""Mortgage Banker"":""$100,000 per year"",""Loan Officer"":""$39,898 per year""}"
Solar Transport,{}
"Eternity Mart, Inc.","{""Warehouse Worker"":""$14.10 per hour"",""Fulfillment Associate"":""$12.58 per hour"",""Warehouse Manager"":""$52,585 per year""}"
Peak Vista Community Health Centers,"{""Medical Assistant"":""$26,403 per year"",""Patient Accounts Representative"":""$13.78 per hour"",""Customer Service Representative"":""$13.96 per hour""}"
FARO Technologies,"{""Inside Sales Representative"":""$62,091 per year"",""Account Manager"":""$73,701 per year"",""Senior Electrical Engineer"":""$106,829 per year""}"
Wilson Marine Corporation,"{""Cleaner"":""$13.12 per hour"",""Sales Representative"":""$37,874 per year"",""Delivery Driver"":""$17.79 per hour""}"
West Liberty Foods,"{""Machine Operator"":""$15.41 per hour"",""Forklift Operator"":""$15.72 per hour"",""Production Worker"":""$12.95 per hour""}"
National American University,"{""Admissions Advisor"":""$41,372 per year"",""Enrollment Advisor"":""$39,432 per year"",""Tutor"":""$10.07 per hour""}"
Haas Automation,"{""Mechanical Assembler"":""$19.52 per hour"",""CNC Machinist"":""$26.05 per hour"",""Manufacturing Engineer"":""$24.44 per hour""}"
T-Square Properties,{}
Sirius Technical Services,"{""Technician"":""$21.92 per hour"",""Maintenance Person"":""$18.48 per hour"",""Cost Engineer"":""$54.09 per hour""}"
Action Manufacturing Company,"{""Web Developer"":""$4,569 per month"",""Manufacturing Engineer"":""$51,972 per year""}"
Kalispell Regional Medical Center,{}
Quality Seamless Gutter Co.,"{""Install"":""$13.81 per hour"",""Installation Manager"":""$40,000 per year""}"
Goodlife Senior Living,"{""Caregiver"":""$11.45 per hour"",""Medical Technician"":""$11.38 per hour"",""Registered Nurse"":""$32.08 per hour""}"
Caring Senior Service,"{""Caregiver"":""$11.87 per hour"",""Nursing Assistant"":""$11.70 per hour"",""Home Health Aide"":""$11.81 per hour""}"
"West Michigan Molding, Inc.",{}
INE,{}
Spooky Nook Sports,"{""Security Officer"":""$11.63 per hour"",""Janitor"":""$11.82 per hour"",""Front Desk Agent"":""$11.59 per hour""}"
Avon,"{""Avon Representative"":""$43,560 per year"",""District Sales Manager"":""$50,857 per year"",""Sales Representative"":""$33,305 per year""}"
"Cyber Power Systems (USA), Inc.",{}
The Grayson School,"{""Care Assistant"":""$15.00 per hour"",""Substitute Teacher"":""$118 per day""}"
Groundworks Companies,"{""Foreman"":""$39,539 per year"",""Laborer"":""$9.80 per hour""}"
ShipMonk,"{""Packer"":""$12.10 per hour"",""Warehouse Worker"":""$14.23 per hour"",""Warehouse Lead"":""$15.65 per hour""}"
"Energy Real Estate Solutions, LLC",{}
The Chazen Companies,{}
Iron Systems,"{""Desktop Support Technician"":""$20.03 per hour"",""Help Desk Analyst"":""$40,656 per year"",""Network Engineer"":""$68,133 per year""}"
Slim Chickens,"{""Cashier"":""$9.01 per hour"",""Cook"":""$10.57 per hour"",""Crew Member"":""$8.88 per hour""}"
Schlumberger,"{""Equipment Operator"":""$81,289 per year"",""Field Technician"":""$81,447 per year"",""Electronics Technician"":""$66,311 per year""}"
American Vision Partners,"{""Patient Services Representative"":""$13.05 per hour"",""Optician"":""$43,492 per year"",""Ophthalmic Assistant"":""$35,763 per year""}"
Phoenix Healthcare,{}
EnPro Industries,{}
"Ahtna, Incorporated","{""Janitor"":""$18.86 per hour"",""Security Officer"":""$26.67 per hour"",""Armed Guard"":""$22.20 per hour""}"
"ExtraMile Convenience Stores, LLC.","{""Customer Service Associate / Cashier"":""$12.78 per hour"",""Customer Service Representative"":""$11.21 per hour""}"
BlueScope,{}
"Capstone Logistics, LLC","{""Warehouse Worker"":""$599 per week"",""Unloader"":""$615 per week"",""Forklift Operator"":""$16.38 per hour""}"
LED Phantom Distribution,"{""Warehouse Worker"":""$12.14 per hour"",""Office Assistant"":""$12.79 per hour"",""Warehouse Lead"":""$33,568 per year""}"
Pleasant View Communities,"{""Nursing Assistant"":""$17.05 per hour"",""Licensed Practical Nurse"":""$23.96 per hour""}"
"MP NEXLEVEL, LLC","{""Laborer/Operator"":""$21.02 per hour"",""Foreman"":""$24.76 per hour"",""Locator"":""$23.37 per hour""}"
Bay Area Community Services,"{""Housing Manager"":""$23.59 per hour"",""Peer Counselor"":""$19.68 per hour"",""Accountant"":""$26.91 per hour""}"
